id,measurement,replicate,value,sample_notes,flag
20240403_Willcox Dam,do_mgl,2,9.53,NA,NA
20240403_Willcox Dam,turbidity,1,21.4,NA,NA
20240403_Willcox Dam,turbidity,2,22.1,NA,NA
20240403_Willcox Dam,total_e_ecoli,1,1,NA,NA
20240403_Willcox Dam,total_e_ecoli,2,1,NA,NA
20240403_Willcox Dam,total_coliform,1,0,NA,NA
20240403_Willcox Dam,total_coliform,2,1,NA,NA
20240403_Brickhouse Run,air_temperature,1,24.1,NA,NA
20240403_Brickhouse Run,air_temperature,2,19,NA,NA
20240403_Brickhouse Run,water_temperature,1,16.7,NA,NA
20240403_Brickhouse Run,water_temperature,2,16.7,NA,NA
20240403_Brickhouse Run,pH,1,7.37,NA,NA
20240403_Brickhouse Run,pH,2,7.37,NA,NA
20240403_Brickhouse Run,do_percent,1,89.3,NA,NA
20240403_Brickhouse Run,do_percent,2,89.4,NA,NA
20240403_Brickhouse Run,do_mgl,1,8.69,NA,NA
20240403_Brickhouse Run,do_mgl,2,8.7,NA,NA
20240403_Brickhouse Run,turbidity,1,9.89,NA,NA
20240403_Brickhouse Run,turbidity,2,9.4,NA,NA
20240403_Brickhouse Run,total_e_ecoli,1,5,NA,NA
20240403_Brickhouse Run,total_e_ecoli,2,8,NA,NA
20240403_Brickhouse Run,total_coliform,1,21,NA,NA
20240403_Brickhouse Run,total_coliform,2,24,NA,NA
20240410_Fleets Branch,air_temperature,1,26.8,NA,NA
20240410_Fleets Branch,air_temperature,2,27.7,NA,NA
20240410_Fleets Branch,water_temperature,1,18.7,NA,NA
20240410_Fleets Branch,water_temperature,2,18.7,NA,NA
20240410_Fleets Branch,pH,1,9.19,NA,NA
20240410_Fleets Branch,pH,2,9.19,NA,NA
20240410_Fleets Branch,do_percent,1,99,NA,NA
20240410_Fleets Branch,do_percent,2,98.4,NA,NA
20240410_Fleets Branch,do_mgl,1,9.24,NA,NA
20240410_Fleets Branch,do_mgl,2,9.2,NA,NA
20240410_Fleets Branch,turbidity,1,3.66,NA,NA
20240410_Fleets Branch,turbidity,2,3.77,NA,NA
20240410_Fleets Branch,total_e_ecoli,1,4,NA,NA
20240410_Fleets Branch,total_e_ecoli,2,2,NA,NA
20240410_Fleets Branch,total_coliform,1,7,NA,NA
20240410_Fleets Branch,total_coliform,2,7,NA,NA
20240410_Harvell Dam,air_temperature,1,24.1,NA,NA
20240410_Harvell Dam,air_temperature,2,23.7,NA,NA
20240410_Harvell Dam,water_temperature,1,16.1,river level low,NA
20240410_Harvell Dam,water_temperature,2,16.1,NA,NA
20240410_Harvell Dam,pH,1,7.84,NA,NA
20240410_Harvell Dam,pH,2,7.81,NA,NA
20240410_Harvell Dam,do_percent,1,91,NA,NA
20240410_Harvell Dam,do_percent,2,99.8,NA,NA
20240410_Harvell Dam,do_mgl,1,9.1,NA,NA
20240410_Harvell Dam,do_mgl,2,9.82,NA,NA
20240410_Harvell Dam,turbidity,1,16.4,NA,NA
20240410_Harvell Dam,turbidity,2,15.8,NA,NA
20240410_Harvell Dam,total_e_ecoli,1,0,NA,NA
20240410_Harvell Dam,total_e_ecoli,2,2,NA,NA
20240410_Harvell Dam,total_coliform,1,0,NA,NA
20240410_Harvell Dam,total_coliform,2,1,NA,NA
20240417_Fleets Branch,air_temperature,1,24.8,NA,NA
20240417_Fleets Branch,air_temperature,2,25.6,NA,NA
20240417_Fleets Branch,water_temperature,1,17.3,NA,NA
20240417_Fleets Branch,water_temperature,2,17.3,NA,NA
20240417_Fleets Branch,pH,1,7.89,NA,NA
20240417_Fleets Branch,pH,2,7.83,NA,NA
20240417_Fleets Branch,do_percent,1,85.3,NA,NA
20240417_Fleets Branch,do_percent,2,86.6,NA,NA
20240417_Fleets Branch,do_mgl,1,8.19,NA,NA
20240417_Fleets Branch,do_mgl,2,8.31,NA,NA
20240417_Fleets Branch,turbidity,1,2.67,NA,NA
20240417_Fleets Branch,turbidity,2,2.7,NA,NA
20240417_Fleets Branch,total_e_ecoli,1,6,NA,NA
20240417_Fleets Branch,total_e_ecoli,2,4,NA,NA
20240417_Fleets Branch,total_coliform,1,16,NA,NA
20240417_Fleets Branch,total_coliform,2,29,NA,NA
20240417_Harvell Dam,air_temperature,1,29.8,NA,NA
20240417_Harvell Dam,air_temperature,2,30.1,NA,NA
20240417_Harvell Dam,water_temperature,1,17.8,NA,NA
20240417_Harvell Dam,water_temperature,2,17.8,NA,NA
20240417_Harvell Dam,pH,1,7.9,NA,NA
20240417_Harvell Dam,pH,2,7.89,NA,NA
20240417_Harvell Dam,do_percent,1,97.6,NA,NA
20240417_Harvell Dam,do_percent,2,98.1,NA,NA
20240417_Harvell Dam,do_mgl,1,9.29,NA,NA
20240417_Harvell Dam,do_mgl,2,9.34,NA,NA
20240417_Harvell Dam,turbidity,1,9.62,NA,NA
20240417_Harvell Dam,turbidity,2,10.73,NA,NA
20240417_Harvell Dam,total_e_ecoli,1,0,NA,NA
20240417_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240417_Harvell Dam,total_coliform,1,1,NA,NA
20240417_Harvell Dam,total_coliform,2,1,NA,NA
20240424_Fleets Branch,air_temperature,1,22.9,NA,NA
20240424_Fleets Branch,air_temperature,2,23.7,NA,NA
20240424_Fleets Branch,water_temperature,1,15.2,NA,NA
20240424_Fleets Branch,water_temperature,2,15.2,NA,NA
20240424_Fleets Branch,pH,1,7.69,NA,NA
20240424_Fleets Branch,pH,2,7.72,NA,NA
20240424_Fleets Branch,do_percent,1,95.9,NA,NA
20240424_Fleets Branch,do_percent,2,97.7,NA,NA
20240424_Fleets Branch,do_mgl,1,9.69,NA,NA
20240424_Fleets Branch,do_mgl,2,9.91,NA,NA
20240424_Fleets Branch,turbidity,1,2.42,NA,NA
20240424_Fleets Branch,turbidity,2,2.3,NA,NA
20240424_Fleets Branch,total_e_ecoli,1,5,NA,NA
20240424_Fleets Branch,total_e_ecoli,2,3,NA,NA
20240424_Fleets Branch,total_coliform,1,20,NA,NA
20240424_Fleets Branch,total_coliform,2,15,NA,NA
20240424_Harvell Dam,air_temperature,1,24.9,NA,NA
20240424_Harvell Dam,air_temperature,2,23,NA,NA
20240424_Harvell Dam,water_temperature,1,18.3,river level low,NA
20240424_Harvell Dam,water_temperature,2,18.4,NA,NA
20240424_Harvell Dam,pH,1,8.05,NA,NA
20240424_Harvell Dam,pH,2,8.05,NA,NA
20240424_Harvell Dam,do_percent,1,100.8,NA,NA
20240424_Harvell Dam,do_percent,2,105.5,NA,NA
20240424_Harvell Dam,do_mgl,1,9.5,NA,NA
20240424_Harvell Dam,do_mgl,2,9.91,NA,NA
20240424_Harvell Dam,turbidity,1,4.6,NA,NA
20240424_Harvell Dam,turbidity,2,4.33,NA,NA
20240424_Harvell Dam,total_e_ecoli,1,1,NA,NA
20240424_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240424_Harvell Dam,total_coliform,1,2,NA,NA
20240424_Harvell Dam,total_coliform,2,1,NA,NA
20240425_Willcox Dam,air_temperature,1,21.6,NA,NA
20240425_Willcox Dam,air_temperature,2,22,NA,NA
20240425_Willcox Dam,water_temperature,1,19.1,NA,NA
20240425_Willcox Dam,water_temperature,2,19.1,NA,NA
20240425_Willcox Dam,pH,1,7.15,NA,NA
20240425_Willcox Dam,pH,2,7.16,NA,NA
20240425_Willcox Dam,do_percent,1,92.9,NA,NA
20240425_Willcox Dam,do_percent,2,93,NA,NA
20240425_Willcox Dam,do_mgl,1,8.61,NA,NA
20240425_Willcox Dam,do_mgl,2,8.62,NA,NA
20240425_Willcox Dam,turbidity,1,4.29,NA,NA
20240425_Willcox Dam,turbidity,2,4.35,NA,NA
20240425_Willcox Dam,total_e_ecoli,1,0,NA,NA
20240425_Willcox Dam,total_e_ecoli,2,0,NA,NA
20240425_Willcox Dam,total_coliform,1,1,NA,NA
20240425_Willcox Dam,total_coliform,2,2,NA,NA
20240425_Brickhouse Run,air_temperature,1,26.4,NA,NA
20240425_Brickhouse Run,air_temperature,2,23.2,NA,NA
20240425_Brickhouse Run,water_temperature,1,15.4,NA,NA
20240425_Brickhouse Run,water_temperature,2,15.3,NA,NA
20240425_Brickhouse Run,pH,1,7.48,NA,NA
20240425_Brickhouse Run,pH,2,7.49,NA,NA
20240425_Brickhouse Run,do_percent,1,90.8,NA,NA
20240425_Brickhouse Run,do_percent,2,94,NA,NA
20240425_Brickhouse Run,do_mgl,1,9.05,NA,NA
20240425_Brickhouse Run,do_mgl,2,9.44,NA,NA
20240425_Brickhouse Run,turbidity,1,2.93,NA,NA
20240425_Brickhouse Run,turbidity,2,2.76,NA,NA
20240425_Brickhouse Run,total_e_ecoli,1,1,NA,NA
20240425_Brickhouse Run,total_e_ecoli,2,0,NA,NA
20240425_Brickhouse Run,total_coliform,1,14,NA,NA
20240425_Brickhouse Run,total_coliform,2,12,NA,NA
20240501_Fleets Branch,air_temperature,1,24.7,NA,NA
20240501_Fleets Branch,air_temperature,2,25,NA,NA
20240501_Fleets Branch,water_temperature,1,18,NA,NA
20240501_Fleets Branch,water_temperature,2,18,NA,NA
20240501_Fleets Branch,pH,1,7.3,NA,NA
20240501_Fleets Branch,pH,2,7.29,NA,NA
20240501_Fleets Branch,do_percent,1,92.9,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Fleets Branch,do_percent,2,87.5,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Fleets Branch,do_mgl,1,8.9,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Fleets Branch,do_mgl,2,8.57,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Fleets Branch,turbidity,1,3.7,NA,NA
20240501_Fleets Branch,turbidity,2,3.46,NA,NA
20240501_Fleets Branch,total_e_ecoli,1,1,NA,NA
20240501_Fleets Branch,total_e_ecoli,2,8,NA,NA
20240501_Fleets Branch,total_coliform,1,1,NA,NA
20240501_Fleets Branch,total_coliform,2,8,NA,NA
20240501_Harvell Dam,air_temperature,1,23.7,NA,NA
20240501_Harvell Dam,air_temperature,2,23,NA,NA
20240501_Harvell Dam,water_temperature,1,20.1,NA,NA
20240501_Harvell Dam,water_temperature,2,20.6,NA,NA
20240501_Harvell Dam,pH,1,6.8,NA,NA
20240501_Harvell Dam,pH,2,6.76,NA,NA
20240501_Harvell Dam,do_percent,1,36,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Harvell Dam,do_percent,2,31,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Harvell Dam,do_mgl,1,3.1,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Harvell Dam,do_mgl,2,2.8,NA,Low oxygen readings needed to replace electolyte in ysi
20240501_Harvell Dam,turbidity,1,6.63,NA,NA
20240501_Harvell Dam,turbidity,2,6.01,NA,NA
20240501_Harvell Dam,total_e_ecoli,1,4,NA,NA
20240501_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240501_Harvell Dam,total_coliform,1,4,NA,NA
20240501_Harvell Dam,total_coliform,2,1,NA,NA
20240508_Fleets Branch,air_temperature,1,34.5,NA,NA
20240508_Fleets Branch,air_temperature,2,33,NA,NA
20240508_Fleets Branch,water_temperature,1,21.2,NA,NA
20240508_Fleets Branch,water_temperature,2,21.2,NA,NA
20240508_Fleets Branch,pH,1,7.18,NA,NA
20240508_Fleets Branch,pH,2,7.27,NA,NA
20240508_Fleets Branch,do_percent,1,77.9,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Fleets Branch,do_percent,2,77.5,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Fleets Branch,do_mgl,1,6.96,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Fleets Branch,do_mgl,2,6.71,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Fleets Branch,turbidity,1,7.12,NA,NA
20240508_Fleets Branch,turbidity,2,7.91,NA,NA
20240508_Fleets Branch,total_e_ecoli,1,36,NA,NA
20240508_Fleets Branch,total_e_ecoli,2,45,NA,NA
20240508_Fleets Branch,total_coliform,1,36,NA,NA
20240508_Fleets Branch,total_coliform,2,45,NA,NA
20240508_Harvell Dam,air_temperature,1,28.8,NA,NA
20240508_Harvell Dam,air_temperature,2,43.6,NA,NA
20240508_Harvell Dam,water_temperature,1,23.8,NA,NA
20240508_Harvell Dam,water_temperature,2,24.1,NA,NA
20240508_Harvell Dam,pH,1,6.65,NA,NA
20240508_Harvell Dam,pH,2,7.7,NA,NA
20240508_Harvell Dam,do_percent,1,80.5,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Harvell Dam,do_percent,2,89.9,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Harvell Dam,do_mgl,1,6.8,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Harvell Dam,do_mgl,2,7.48,NA,Low oxygen readings needed to replace electolyte in ysi
20240508_Harvell Dam,turbidity,1,5.76,NA,NA
20240508_Harvell Dam,turbidity,2,10.69,NA,NA
20240508_Harvell Dam,total_e_ecoli,1,22,NA,NA
20240508_Harvell Dam,total_e_ecoli,2,9,NA,NA
20240508_Harvell Dam,total_coliform,1,22,NA,NA
20240508_Harvell Dam,total_coliform,2,9,NA,NA
20240523_Fleets Branch,air_temperature,1,28.7,NA,NA
20240523_Fleets Branch,air_temperature,2,28.7,NA,NA
20240523_Fleets Branch,water_temperature,1,20,NA,NA
20240523_Fleets Branch,water_temperature,2,20,NA,NA
20240523_Fleets Branch,pH,1,7.41,NA,NA
20240523_Fleets Branch,pH,2,7.41,NA,NA
20240523_Fleets Branch,do_percent,1,89.3,NA,NA
20240523_Fleets Branch,do_percent,2,89.6,NA,NA
20240523_Fleets Branch,do_mgl,1,8.12,NA,NA
20240523_Fleets Branch,do_mgl,2,8.14,NA,NA
20240523_Fleets Branch,turbidity,1,5.24,NA,NA
20240523_Fleets Branch,turbidity,2,5.33,NA,NA
20240523_Fleets Branch,total_e_ecoli,1,3,data entry on hard copy for wrong site,NA
20240523_Fleets Branch,total_e_ecoli,2,2,data entry on hard copy for wrong site,NA
20240523_Fleets Branch,total_coliform,1,6,data entry on hard copy for wrong site,NA
20240523_Fleets Branch,total_coliform,2,5,data entry on hard copy for wrong site,NA
20240523_Harvell Dam,air_temperature,1,30.1,NA,NA
20240523_Harvell Dam,air_temperature,2,31.4,NA,NA
20240523_Harvell Dam,water_temperature,1,21.3,NA,NA
20240523_Harvell Dam,water_temperature,2,21.3,NA,NA
20240523_Harvell Dam,pH,1,7.19,NA,NA
20240523_Harvell Dam,pH,2,7.2,NA,NA
20240523_Harvell Dam,do_percent,1,95.8,NA,NA
20240523_Harvell Dam,do_percent,2,95.6,NA,NA
20240523_Harvell Dam,do_mgl,1,8.49,NA,NA
20240523_Harvell Dam,do_mgl,2,8.48,NA,NA
20240523_Harvell Dam,turbidity,1,13.5,NA,NA
20240523_Harvell Dam,turbidity,2,16,NA,NA
20240523_Harvell Dam,total_e_ecoli,1,11,data entry on hard copy for wrong site,NA
20240523_Harvell Dam,total_e_ecoli,2,12,data entry on hard copy for wrong site,NA
20240523_Harvell Dam,total_coliform,1,61,data entry on hard copy for wrong site,NA
20240523_Harvell Dam,total_coliform,2,60,data entry on hard copy for wrong site,NA
20240530_Fleets Branch,air_temperature,1,23.2,NA,NA
20240530_Fleets Branch,air_temperature,2,20.5,NA,NA
20240530_Fleets Branch,water_temperature,1,18.4,NA,NA
20240530_Fleets Branch,water_temperature,2,18.4,NA,NA
20240530_Fleets Branch,pH,1,7.58,NA,NA
20240530_Fleets Branch,pH,2,7.55,NA,NA
20240530_Fleets Branch,do_percent,1,95.9,NA,NA
20240530_Fleets Branch,do_percent,2,93.8,NA,NA
20240530_Fleets Branch,do_mgl,1,9,NA,NA
20240530_Fleets Branch,do_mgl,2,8.76,NA,NA
20240530_Fleets Branch,turbidity,1,5.59,NA,NA
20240530_Fleets Branch,turbidity,2,5.99,NA,NA
20240530_Fleets Branch,total_e_ecoli,1,9,NA,NA
20240530_Fleets Branch,total_e_ecoli,2,16,NA,NA
20240530_Fleets Branch,total_coliform,1,27,NA,NA
20240530_Fleets Branch,total_coliform,2,50,NA,NA
20240530_Fleets Branch,R-card total_e_ecoli,1,8,NA,NA
20240530_Fleets Branch,R-card total_coliform,1,122,NA,NA
20240530_Harvell Dam,air_temperature,1,26,NA,NA
20240530_Harvell Dam,air_temperature,2,29.2,NA,NA
20240530_Harvell Dam,water_temperature,1,23.6,NA,NA
20240530_Harvell Dam,water_temperature,2,23.7,NA,NA
20240530_Harvell Dam,pH,1,7.55,NA,NA
20240530_Harvell Dam,pH,2,7.56,NA,NA
20240530_Harvell Dam,do_percent,1,97.2,NA,NA
20240530_Harvell Dam,do_percent,2,96,NA,NA
20240530_Harvell Dam,do_mgl,1,8.24,NA,NA
20240530_Harvell Dam,do_mgl,2,8.1,NA,NA
20240530_Harvell Dam,turbidity,1,5.44,NA,NA
20240530_Harvell Dam,turbidity,2,5.52,NA,NA
20240530_Harvell Dam,total_e_ecoli,1,1,NA,NA
20240530_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240530_Harvell Dam,total_coliform,1,32,NA,NA
20240530_Harvell Dam,total_coliform,2,17,NA,NA
20240530_Harvell Dam,R-card total_e_ecoli,1,4,NA,NA
20240530_Harvell Dam,R-card total_coliform,1,159,NA,NA
20240606_Fleets Branch,air_temperature,1,26.4,NA,NA
20240606_Fleets Branch,air_temperature,2,26.6,NA,NA
20240606_Fleets Branch,water_temperature,1,21.4,NA,NA
20240606_Fleets Branch,water_temperature,2,21.4,NA,NA
20240606_Fleets Branch,pH,1,7.62,NA,NA
20240606_Fleets Branch,pH,2,7.62,NA,NA
20240606_Fleets Branch,do_percent,1,87.3,NA,NA
20240606_Fleets Branch,do_percent,2,86.5,NA,NA
20240606_Fleets Branch,do_mgl,1,7.72,NA,NA
20240606_Fleets Branch,do_mgl,2,7.68,NA,NA
20240606_Fleets Branch,turbidity,1,10.32,NA,NA
20240606_Fleets Branch,turbidity,2,9.36,NA,NA
20240606_Fleets Branch,total_e_ecoli,1,63,NA,NA
20240606_Fleets Branch,total_e_ecoli,2,77,NA,NA
20240606_Fleets Branch,total_coliform,1,120,NA,NA
20240606_Fleets Branch,total_coliform,2,107,NA,NA
20240606_Fleets Branch,R-card total_e_ecoli,1,81,NA,NA
20240606_Fleets Branch,R-card total_coliform,1,391,NA,NA
20240606_Harvell Dam,air_temperature,1,30.2,NA,NA
20240606_Harvell Dam,air_temperature,2,30.4,NA,NA
20240606_Harvell Dam,water_temperature,1,25.6,NA,NA
20240606_Harvell Dam,water_temperature,2,25.7,NA,NA
20240606_Harvell Dam,pH,1,7.64,NA,NA
20240606_Harvell Dam,pH,2,7.64,NA,NA
20240606_Harvell Dam,do_percent,1,91.4,NA,NA
20240606_Harvell Dam,do_percent,2,90.3,NA,NA
20240606_Harvell Dam,do_mgl,1,7.46,NA,NA
20240606_Harvell Dam,do_mgl,2,7.37,NA,NA
20240606_Harvell Dam,turbidity,1,2.66,NA,NA
20240606_Harvell Dam,turbidity,2,2.97,NA,NA
20240606_Harvell Dam,total_e_ecoli,1,4,NA,NA
20240606_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240606_Harvell Dam,total_coliform,1,30,NA,NA
20240606_Harvell Dam,total_coliform,2,40,NA,NA
20240606_Harvell Dam,R-card total_e_ecoli,1,4,NA,NA
20240606_Harvell Dam,R-card total_coliform,1,194,NA,NA
20240606_Willcox Dam,air_temperature,1,27.3,NA,NA
20240606_Willcox Dam,air_temperature,2,27.2,NA,NA
20240606_Willcox Dam,water_temperature,1,26.3,NA,NA
20240606_Willcox Dam,water_temperature,2,26.3,NA,NA
20240606_Willcox Dam,pH,1,9.01,NA,NA
20240606_Willcox Dam,pH,2,9,NA,NA
20240606_Willcox Dam,do_percent,1,124.8,NA,NA
20240606_Willcox Dam,do_percent,2,125.2,NA,NA
20240606_Willcox Dam,do_mgl,1,10.07,NA,NA
20240606_Willcox Dam,do_mgl,2,10.11,NA,NA
20240606_Willcox Dam,turbidity,1,15.6,NA,NA
20240606_Willcox Dam,turbidity,2,19.6,NA,NA
20240606_Willcox Dam,total_e_ecoli,1,0,NA,NA
20240606_Willcox Dam,total_e_ecoli,2,0,NA,NA
20240606_Willcox Dam,total_coliform,1,81,NA,NA
20240606_Willcox Dam,total_coliform,2,75,NA,NA
20240606_Brickhouse Run,air_temperature,1,29.3,NA,NA
20240606_Brickhouse Run,air_temperature,2,28.6,NA,NA
20240606_Brickhouse Run,water_temperature,1,22.1,NA,NA
20240606_Brickhouse Run,water_temperature,2,22.1,NA,NA
20240606_Brickhouse Run,pH,1,7.62,NA,NA
20240606_Brickhouse Run,pH,2,7.61,NA,NA
20240606_Brickhouse Run,do_percent,1,82.7,NA,NA
20240606_Brickhouse Run,do_percent,2,84.3,NA,NA
20240606_Brickhouse Run,do_mgl,1,7.21,NA,NA
20240606_Brickhouse Run,do_mgl,2,7.35,NA,NA
20240606_Brickhouse Run,turbidity,1,86,no flag; paint in Brickhouse Run,NA
20240606_Brickhouse Run,turbidity,2,84.9,no flag; paint in Brickhouse Run,NA
20240606_Brickhouse Run,total_e_ecoli,1,15,NA,NA
20240606_Brickhouse Run,total_e_ecoli,2,16,NA,NA
20240606_Brickhouse Run,total_coliform,1,105,NA,NA
20240606_Brickhouse Run,total_coliform,2,130,NA,NA
20240613_Fleets Branch,air_temperature,1,32.3,NA,NA
20240613_Fleets Branch,air_temperature,2,32.2,NA,NA
20240613_Fleets Branch,water_temperature,1,21.5,NA,NA
20240613_Fleets Branch,water_temperature,2,21.5,NA,NA
20240613_Fleets Branch,pH,1,7.8,NA,NA
20240613_Fleets Branch,pH,2,7.8,NA,NA
20240613_Fleets Branch,do_percent,1,86.5,NA,NA
20240613_Fleets Branch,do_percent,2,86.2,NA,NA
20240613_Fleets Branch,do_mgl,1,7.61,NA,NA
20240613_Fleets Branch,do_mgl,2,7.67,NA,NA
20240613_Fleets Branch,turbidity,1,4.3,NA,NA
20240613_Fleets Branch,turbidity,2,4.76,NA,NA
20240613_Fleets Branch,total_e_ecoli,1,12,NA,NA
20240613_Fleets Branch,total_e_ecoli,2,14,NA,NA
20240613_Fleets Branch,total_coliform,1,58,NA,NA
20240613_Fleets Branch,total_coliform,2,59,NA,NA
20240613_Fleets Branch,R-card total_e_ecoli,1,85,NA,NA
20240613_Fleets Branch,R-card total_coliform,1,196,NA,NA
20240613_Harvell Dam,air_temperature,1,34.2,NA,NA
20240613_Harvell Dam,air_temperature,2,34.4,NA,NA
20240613_Harvell Dam,water_temperature,1,26.9,NA,NA
20240613_Harvell Dam,water_temperature,2,26.8,NA,NA
20240613_Harvell Dam,pH,1,8.07,NA,NA
20240613_Harvell Dam,pH,2,8.06,NA,NA
20240613_Harvell Dam,do_percent,1,102.3,NA,NA
20240613_Harvell Dam,do_percent,2,101.6,NA,NA
20240613_Harvell Dam,do_mgl,1,8.13,NA,NA
20240613_Harvell Dam,do_mgl,2,8.19,NA,NA
20240613_Harvell Dam,turbidity,1,3.01,NA,NA
20240613_Harvell Dam,turbidity,2,2.41,NA,NA
20240613_Harvell Dam,total_e_ecoli,1,4,NA,NA
20240613_Harvell Dam,total_e_ecoli,2,5,NA,NA
20240613_Harvell Dam,total_coliform,1,20,NA,NA
20240613_Harvell Dam,total_coliform,2,43,NA,NA
20240613_Harvell Dam,R-card total_e_ecoli,1,9,NA,NA
20240613_Harvell Dam,R-card total_coliform,1,228,NA,NA
20240620_ Fleets Branch,air_temperature,1,29,NA,NA
20240620_ Fleets Branch,air_temperature,2,29.2,NA,NA
20240620_ Fleets Branch,water_temperature,1,21.5,NA,NA
20240620_ Fleets Branch,water_temperature,2,21.5,NA,NA
20240620_ Fleets Branch,pH,1,7.59,NA,NA
20240620_ Fleets Branch,pH,2,7.58,NA,NA
20240620_ Fleets Branch,do_percent,1,77.4,NA,NA
20240620_ Fleets Branch,do_percent,2,79.6,NA,NA
20240620_ Fleets Branch,do_mgl,1,6.92,NA,NA
20240620_ Fleets Branch,do_mgl,2,7.02,NA,NA
20240620_ Fleets Branch,turbidity,1,4.24,NA,NA
20240620_ Fleets Branch,turbidity,2,3.61,NA,NA
20240620_ Fleets Branch,total_e_ecoli,1,30,NA,NA
20240620_ Fleets Branch,total_e_ecoli,2,24,NA,Big splotch on plate. Data suspect
20240620_ Fleets Branch,total_coliform,1,37,NA,NA
20240620_ Fleets Branch,total_coliform,2,22,NA,NA
20240620_ Fleets Branch,R-card total_e_ecoli,1,18,NA,NA
20240620_ Fleets Branch,R-card total_coliform,1,111,NA,NA
20240620_Harvell Dam,air_temperature,1,36.7,NA,NA
20240620_Harvell Dam,air_temperature,2,39.9,NA,NA
20240620_Harvell Dam,water_temperature,1,26.1,NA,NA
20240620_Harvell Dam,water_temperature,2,26.1,NA,NA
20240620_Harvell Dam,pH,1,7.81,NA,NA
20240620_Harvell Dam,pH,2,7.81,NA,NA
